partida_id,rodada,clube,atleta,minuto,tipo_de_gol,minuto_numerico
6509,1,Flamengo,Bruno Henrique,41,,41
6510,1,Santos,Eduardo Sasha,6,,6
6510,1,Santos,Felipe Jonatan,35,,35
6510,1,Grêmio,Everton Sousa Soares,90+3,,93
6513,1,Ceará,Ricardo Bueno,89,,89
6513,1,Ceará,Leandro Carvalho,34,,34
6513,1,Ceará,João Lucas Cardoso,81,,81
6513,1,Ceará,Ricardo Bueno,21,,21
6511,1,Bahia,José Rogério de Oliveira Melo,84,,84
6511,1,Corinthians,Pedrinho,45+2,,47
6511,1,Bahia,Arthur Caike do Nascimento Cruz,45+4,,49
6511,1,Corinthians,Clayson Henrique da Silva Vieira,90+5,,95
6511,1,Bahia,Artur Victor Guimarães,76,,76
6512,1,Athletico Paranaense,Marco Ruben,45,,45
6512,1,Athletico Paranaense,Werley Ananias da Silva,66,Gol Contra,66
6512,1,Athletico Paranaense,Nikão,86,,86
6512,1,Vasco da Gama,Bruno César,89,,89
6512,1,Athletico Paranaense,Bruno Guimarães,3,,3
6514,1,Palmeiras,José Rafael Vivian,71,,71
6514,1,Palmeiras,Marcos Rocha,59,,59
6514,1,Palmeiras,Bruno Henrique Corsini,90+1,,91
6514,1,Palmeiras,José Rafael Vivian,17,,17
6515,1,Goiás,Rafael Vaz,89,,89
6517,2,Palmeiras,Raphael Cavalcante Veiga,9,,9
6517,2,CSA,Matheus Sávio,63,,63
6516,2,Internacional,Paolo Guerrero,5,,5
6516,2,Internacional,Martín Sarrafiore,77,,77
6516,2,Flamengo,Giorgian De Arrascaeta,60,,60
6518,2,Corinthians,Carlos Augusto Zopolato Neves,55,,55
6519,2,Cruzeiro,Thiago Neves,50,,50
6520,2,Avaí,Michel Ferreira dos Santos,85,Gol Contra,85
6520,2,Grêmio,Rômulo Borges Monteiro,45,,45
6521,2,Goiás,Leandro Barcia Montero,45+2,,47
6521,2,São Paulo,Alexandre Pato,31,,31
6521,2,São Paulo,Jonas Toró,36,,36
6522,2,Atlético Mineiro,Elias Mendes Trindade,59,,59
6522,2,Atlético Mineiro,Yimmi Chará,90,,90
6522,2,Vasco da Gama,Maxi López,66,,66
6523,2,Athletico Paranaense,Léo Pereira,22,,22
6523,2,Fortaleza,Edinho,2,,2
6523,2,Fortaleza,Wellington Paulista,76,,76
6524,2,Santos,Eduardo Sasha,65,,65
6524,2,Santos,Carlos Andrés Sánchez,73,,73
6524,2,Fluminense,Pedro,85,,85
6525,2,Botafogo,Erik Nascimento de Lima,30,,30
6525,2,Bahia,Ernando Rodrigues Lopes,83,,83
6525,2,Botafogo,João Paulo,36,,36
6525,2,Botafogo,Cícero Santos,45+3,,48
6525,2,Bahia,Arthur Caike do Nascimento Cruz,6,,6
6527,3,Palmeiras,Deyverson,14,,14
6526,3,Corinthians,Mateus Vital,17,,17
6526,3,Vasco da Gama,Maxi López,39,Penalty,39
6528,3,Atlético Mineiro,Nathan Allan de Souza,26,,26
6528,3,Atlético Mineiro,Jair Rodrigues Júnior,90+3,,93
6528,3,Ceará,Ricardo Bueno,24,,24
6529,3,Chapecoense,Everaldo Stum,89,,89
6529,3,Athletico Paranaense,Rony,76,,76
6531,3,Botafogo,Alex Paulo Menezes Santana,70,,70
6533,3,Cruzeiro,Rodrigo Eduardo Costa Marinho,81,,81
6533,3,Goiás,Michael Richard Delgado de Oliveira,57,,57
6533,3,Cruzeiro,Dedé,49,,49
6530,3,São Paulo,Danilo Neves,83,,83
6530,3,Flamengo,Orlando Berrío,8,,8
6534,3,Fluminense,Pedro,72,Penalty,72
6534,3,Grêmio,Jean Pyerre,22,,22
6534,3,Fluminense,Luciano da Rocha Neves,41,,41
6534,3,Grêmio,Walter Kannemann,84,,84
6534,3,Fluminense,Matheus Ferraz Pereira,55,,55
6534,3,Grêmio,André Felipe Ribeiro de Souza,6,,6
6534,3,Fluminense,Yony González,39,,39
6534,3,Grêmio,Everton Sousa Soares,13,,13
6534,3,Fluminense,Yony González,90+2,,92
6535,3,Bahia,Artur Victor Guimarães,40,,40
6536,4,Botafogo,Alex Paulo Menezes Santana,72,,72
6538,4,Goiás,Jonathan Marlone,21,,21
6538,4,Goiás,Leandro Barcia Montero,90+1,,91
6538,4,Ceará,Thiago Galhardo,77,,77
6541,4,Palmeiras,Bruno Henrique Corsini,45,,45
6541,4,Palmeiras,Bruno Henrique Corsini,52,,52
6539,4,Flamengo,Lincoln Corrêa dos Santos,51,,51
6539,4,Chapecoense,Gum,90+2,,92
6539,4,Flamengo,Victor Vinícius Coelho Santos,8,,8
6542,4,Internacional,Paolo Guerrero,56,,56
6542,4,Internacional,Rodrigo Moledo,83,,83
6542,4,Cruzeiro,Dedé,36,,36
6542,4,Internacional,Gustavo Nonato Santana,32,,32
6540,4,Santos,Yeferson Soteldo,73,,73
6540,4,Santos,Diego Pituca,19,,19
6540,4,Santos,Rodrygo Silva de Goes,33,,33
6544,4,Athletico Paranaense,Rony,11,,11
6545,4,São Paulo,Hernanes,77,,77
6546,5,Fluminense,João Pedro,90+5,,95
6546,5,Fluminense,Nino,44,,44
6546,5,Cruzeiro,Róbson Michael Signorini,49,,49
6546,5,Fluminense,Luciano da Rocha Neves,46,,46
6546,5,Fluminense,João Pedro,81,,81
6548,5,Flamengo,Bruno Henrique,31,,31
6548,5,Atlético Mineiro,Juan Cazares,28,,28
6548,5,Atlético Mineiro,Yimmi Chará,47,,47
6547,5,Palmeiras,Raphael Cavalcante Veiga,52,,52
6547,5,Palmeiras,Hyoran,88,,88
6547,5,Palmeiras,Gustavo Gómez,6,,6
6547,5,Palmeiras,Deyverson,19,,19
6551,5,Corinthians,Pedrinho,87,,87
6551,5,Corinthians,Vágner Love,14,,14
6553,5,Fortaleza,Marcinho,63,,63
6553,5,Fortaleza,Osvaldo Filho,65,,65
6553,5,Chapecoense,Rildo de Andrade Felicissimo,13,,13
6553,5,Fortaleza,Marcinho,39,,39
6550,5,Internacional,Gustavo Nonato Santana,37,,37
6550,5,Internacional,Edenílson Andrade dos Santos,65,,65
6552,5,Goiás,Kayke Moreno,87,,87
6554,5,Vasco da Gama,Ricardo Graça,82,,82
6554,5,Avaí,Daniel Amorim,90+5,,95
6555,5,Ceará,Ricardo Dias Acosta,11,,11
6555,5,Grêmio,Everton Sousa Soares,31,,31
6555,5,Ceará,Michel Ferreira dos Santos,23,Gol Contra,23
6556,6,Palmeiras,Gustavo Gómez,62,Penalty,62
6557,6,Grêmio,Felipe Vizeu,47,,47
6558,6,Flamengo,Rodrigo Caio,90+6,,96
6558,6,Athletico Paranaense,Marcelo Cirino da Silva,64,,64
6558,6,Flamengo,Gabriel Barbosa,32,Penalty,32
6558,6,Athletico Paranaense,Marcelo Cirino da Silva,72,Penalty,72
6558,6,Flamengo,Bruno Henrique,90,,90
6560,6,Vasco da Gama,Yago Pikachu,71,Penalty,71
6560,6,Fortaleza,Romarinho,89,,89
6561,6,Chapecoense,Rildo de Andrade Felicissimo,52,,52
6561,6,Chapecoense,Diego Torres,85,,85
6561,6,Cruzeiro,Thiago Neves,57,,57
6562,6,Fluminense,João Pedro,80,,80
6562,6,Bahia,Gilberto Oliveira Souza Junior,69,Penalty,69
6562,6,Fluminense,Pedro,19,Penalty,19
6562,6,Bahia,Artur Victor Guimarães,16,,16
6562,6,Bahia,Gilberto Oliveira Souza Junior,30,,30
6563,6,Corinthians,Pedrinho,7,,7
6565,6,Ceará,Thiago Galhardo,73,,73
6565,6,Ceará,Thiago Galhardo,87,,87
6565,6,Avaí,Brenner Marlos Varanda de Oliveira,44,,44
6564,6,CSA,Francinilson Santos Meirelles,62,,62
6566,7,Flamengo,Gabriel Barbosa,40,,40
6566,7,Flamengo,Gabriel Barbosa,68,,68
6567,7,Bahia,José Fernando Viana de Santana,55,Penalty,55
6568,7,Botafogo,Diego Souza,58,,58
6571,7,São Paulo,Alexandre Pato,15,,15
6571,7,Cruzeiro,Thiago Neves,68,,68
6569,7,Santos,Eduardo Sasha,52,,52
6570,7,Athletico Paranaense,Marcelo Cirino da Silva,84,,84
6570,7,Athletico Paranaense,Lucho González,21,,21
6570,7,Athletico Paranaense,Rony,38,,38
6572,7,Atlético Mineiro,Fábio Santos,20,Penalty,20
6572,7,Atlético Mineiro,Yimmi Chará,50,,50
6572,7,Atlético Mineiro,Adílson Warken,76,,76
6572,7,Atlético Mineiro,Juan Cazares,23,,23
6573,7,Chapecoense,Everaldo Stum,37,Penalty,37
6573,7,Palmeiras,Eduardo Pereira Rodrigues,32,,32
6573,7,Palmeiras,Marcos Rocha,45,,45
6574,7,Internacional,Paolo Guerrero,62,,62
6574,7,Internacional,Edenílson Andrade dos Santos,77,,77
6576,8,Vasco da Gama,Tiago Reis,45+3,,48
6576,8,Internacional,Emerson Santos,56,,56
6576,8,Vasco da Gama,Andrey,44,,44
6577,8,Palmeiras,Raphael Cavalcante Veiga,80,Penalty,80
6578,8,Grêmio,Pepê,90,,90
6584,8,Atlético Mineiro,Alerrandro Barra Mansa Realino de Souza,71,,71
6584,8,Santos,Jean Mota Oliveira de Souza,45+5,Penalty,50
6584,8,Santos,Eduardo Sasha,39,,39
6584,8,Santos,Carlos Andrés Sánchez,81,,81
6582,8,Botafogo,Cícero Santos,83,,83
6582,8,Botafogo,Alex Paulo Menezes Santana,90+4,,94
6582,8,CSA,Carlos Andrade Souza,62,,62
6585,8,Goiás,Jefferson,78,,78
6585,8,Goiás,Kayke Moreno,37,Penalty,37
6585,8,Chapecoense,Rafael Pereira dos Santos,45,,45
6585,8,Goiás,Kayke Moreno,90+2,Penalty,92
6586,9,Grêmio,Jean Pyerre,81,,81
6587,9,Fortaleza,André Luis,3,,3
6587,9,Fortaleza,André Luis,45+2,,47
6587,9,Cruzeiro,Luiz Ricardo Alves,11,,11
6588,9,Internacional,Rafael Sóbis,61,,61
6588,9,Internacional,Andrés D'Alessandro,81,,81
6588,9,Bahia,José Fernando Viana de Santana,78,,78
6588,9,Internacional,Rodrigo Lindoso,18,,18
6589,9,Flamengo,Gabriel Barbosa,77,,77
6589,9,Flamengo,Victor Vinícius Coelho Santos,65,,65
6590,9,Santos,Eduardo Sasha,59,,59
6595,9,Athletico Paranaense,Rafael Vaz,90+2,Gol Contra,92
6595,9,Goiás,Kayke Moreno,6,,6
6595,9,Goiás,Leandro Barcia Montero,32,,32
6591,9,Vasco da Gama,Danilo Barcelos,80,,80
6592,9,Chapecoense,Everaldo Stum,3,,3
6592,9,Fluminense,Paulo Henrique Ganso,59,Penalty,59
6593,9,Palmeiras,Deyverson,32,,32
6593,9,Palmeiras,Bruno Henrique Corsini,66,,66
6594,9,Atlético Mineiro,Alerrandro Barra Mansa Realino de Souza,44,,44
6594,9,São Paulo,Alexandre Pato,73,,73
6597,10,Fortaleza,Wellington Paulista,43,,43
6597,10,Fortaleza,Wellington Paulista,67,,67
6596,10,Vasco da Gama,Yago Pikachu,15,Penalty,15
6596,10,Grêmio,Pepê,61,,61
6596,10,Grêmio,Pepê,86,,86
6598,10,Santos,Carlos Andrés Sánchez,87,,87
6599,10,Palmeiras,Eduardo Pereira Rodrigues,71,,71
6599,10,São Paulo,Pablo Felipe Teixeira,10,,10
6600,10,Flamengo,Bruno Henrique,44,,44
6600,10,Flamengo,Giorgian De Arrascaeta,6,,6
6600,10,Flamengo,Gabriel Barbosa,56,,56
6600,10,Flamengo,Giorgian De Arrascaeta,45+1,,46
6600,10,Flamengo,Gabriel Barbosa,81,,81
6600,10,Flamengo,Giorgian De Arrascaeta,45+5,,50
6600,10,Goiás,Kayke Moreno,12,,12
6602,10,Athletico Paranaense,Vitor Hugo Naum dos Santos,89,,89
6601,10,Corinthians,Vágner Love,78,,78
6604,10,Atlético Mineiro,Vinícius,90+9,,99
6604,10,Chapecoense,Everaldo Stum,1,,1
6604,10,Atlético Mineiro,Iago Maidana,80,,80
6605,10,Fluminense,Pedro,41,,41
6605,10,Ceará,Tiago dos Santos Alves,45+4,,49
6606,11,Vasco da Gama,Bruno César,76,,76
6606,11,Fluminense,Pedro,45+2,,47
6606,11,Vasco da Gama,Leandro Castán,67,,67
6609,11,Athletico Paranaense,Madson,41,,41
6609,11,Athletico Paranaense,Thonny Anderson,60,,60
6609,11,Athletico Paranaense,Léo Cittadini,86,,86
6609,11,Athletico Paranaense,Braian Romero,90+3,,93
6610,11,Grêmio,Luan Guilherme de Jesus Vieira,71,,71
6610,11,Internacional,Paulo Miranda,22,Gol Contra,22
6608,11,Ceará,Mateus Gonçalves Martins,32,,32
6608,11,Ceará,Leandro Carvalho,72,,72
6611,11,Santos,Mário Sérgio Santos Costa,75,,75
6613,11,Flamengo,Gabriel Barbosa,85,,85
6613,11,Corinthians,Clayson Henrique da Silva Vieira,62,Penalty,62
6612,11,Atlético Mineiro,Juan Cazares,14,Penalty,14
6612,11,Atlético Mineiro,Paulo Roberto Valoura Junior,7,Gol Contra,7
6612,11,Fortaleza,Carlos Emiliano Pereira,65,,65
6612,11,Fortaleza,Paulo Roberto Valoura Junior,72,Penalty,72
6615,11,São Paulo,Antony Matheus dos Santos,49,,49
6615,11,São Paulo,Jonas Toró,53,,53
6615,11,São Paulo,Raniel,56,,56
6615,11,São Paulo,Vitor Bueno,90+1,,91
6617,12,Athletico Paranaense,Bruno Guimarães,77,,77
6617,12,Athletico Paranaense,Jonathan Cícero Moreira,30,Penalty,30
6616,12,Vasco da Gama,Marrony,3,,3
6616,12,Palmeiras,Gustavo Scarpa,15,Penalty,15
6619,12,Internacional,Martín Sarrafiore,39,,39
6618,12,Fluminense,Yony González,36,,36
6618,12,São Paulo,Reinaldo Manoel da Silva,90+7,Penalty,97
6618,12,São Paulo,Reinaldo Manoel da Silva,20,,20
6621,12,Botafogo,Cícero Santos,14,,14
6621,12,Flamengo,Gerson Santos da Silva,35,,35
6621,12,Botafogo,Diego Souza,67,,67
6621,12,Flamengo,Gabriel Barbosa,54,,54
6621,12,Flamengo,Bruno Henrique,74,,74
6622,12,Santos,Felipe Jonatan,78,,78
6622,12,Avaí,João Paulo,28,,28
6622,12,Santos,Derlis González,9,,9
6622,12,Santos,Carlos Andrés Sánchez,33,,33
6624,12,Corinthians,Danilo Avelar,81,,81
6624,12,Corinthians,Mauro Boselli,67,,67
6624,12,Fortaleza,Manoel Messias Silva Carvalho,40,Gol Contra,40
6624,12,Corinthians,Pedrinho,71,,71
6627,13,Fluminense,Natanael Batista Pimenta,68,Gol Contra,68
6627,13,Internacional,Edenílson Andrade dos Santos,90+2,,92
6627,13,Fluminense,Yony González,58,,58
6626,13,Ceará,Thiago Galhardo,15,,15
6626,13,Ceará,Wanderson Felipe Cardoso dos Santos,18,,18
6626,13,Fortaleza,Paulo Roberto Valoura Junior,45+2,Penalty,47
6628,13,Santos,Eduardo Sasha,52,,52
6628,13,Santos,Carlos Andrés Sánchez,9,,9
6628,13,Santos,Yeferson Soteldo,68,,68
6628,13,Santos,Lucas Veríssimo,15,,15
6628,13,Santos,Yeferson Soteldo,81,,81
6628,13,Santos,Gustavo Henrique Vernes,37,,37
6628,13,Goiás,Kayke Moreno,90+1,,91
6629,13,Botafogo,Alex Paulo Menezes Santana,19,,19
6629,13,Botafogo,Marcelo da Conceição Benevenuto Malaquias,50,,50
6630,13,Bahia,Gilberto Oliveira Souza Junior,45+6,,51
6630,13,Bahia,Gilberto Oliveira Souza Junior,20,,20
6630,13,Bahia,Gilberto Oliveira Souza Junior,31,,31
6631,13,Corinthians,Manoel Messias Silva Carvalho,13,,13
6631,13,Palmeiras,Felipe Melo,48,,48
6633,13,Atlético Mineiro,Nathan Allan de Souza,90+2,,92
6633,13,Atlético Mineiro,Vinícius,45+1,,46
6634,13,Chapecoense,Everaldo Stum,12,,12
6634,13,Grêmio,Pedro Geromel,9,,9
6634,13,Chapecoense,Gustavo Campanharo,34,,34
6634,13,Grêmio,Everton Sousa Soares,26,,26
6634,13,Chapecoense,Arthur Gomes,60,,60
6634,13,Grêmio,Diego Tardelli,80,,80
6575,7,Corinthians,Mauro Boselli,87,Penalty,87
6575,7,Corinthians,Júnior Urso,25,,25
6636,14,Ceará,Thiago Galhardo,45+6,,51
6636,14,Ceará,Thiago Galhardo,61,Penalty,61
6636,14,Ceará,Thiago Galhardo,90,,90
6636,14,Ceará,Wanderson Felipe Cardoso dos Santos,57,,57
6636,14,Chapecoense,Renato Kayzer,89,,89
6637,14,São Paulo,Alexandre Pato,49,,49
6637,14,Santos,Raniel,86,Gol Contra,86
6637,14,São Paulo,Alexandre Pato,72,,72
6637,14,São Paulo,Reinaldo Manoel da Silva,57,Penalty,57
6637,14,Santos,Eduardo Sasha,44,,44
6638,14,Flamengo,Giorgian De Arrascaeta,50,,50
6638,14,Flamengo,Éverton Ribeiro,90+2,,92
6638,14,Grêmio,Rafael Galhardo,45+6,Penalty,51
6638,14,Flamengo,Willian Arão,29,,29
6639,14,Fluminense,Nenê,88,,88
6639,14,Atlético Mineiro,Juan Cazares,42,,42
6639,14,Atlético Mineiro,Ricardo Oliveira,51,,51
6641,14,Bahia,Gilberto Oliveira Souza Junior,85,Penalty,85
6641,14,Palmeiras,Eduardo Pereira Rodrigues,13,,13
6641,14,Palmeiras,Eduardo Pereira Rodrigues,58,,58
6641,14,Bahia,Gilberto Oliveira Souza Junior,53,Penalty,53
6642,14,Cruzeiro,Pedro Rocha Neves,62,,62
6642,14,Cruzeiro,Luiz Ricardo Alves,90+3,,93
6642,14,Avaí,Brenner Marlos Varanda de Oliveira,74,Penalty,74
6642,14,Avaí,Pedro Castro,23,,23
6643,14,Botafogo,Luiz Fernando Moraes dos Santos,31,,31
6643,14,Botafogo,Diego Souza,77,Penalty,77
6643,14,Athletico Paranaense,Thonny Anderson,16,,16
6644,14,Vasco da Gama,Marcos Antônio Candido Ferreira Júnior,22,,22
6645,14,Fortaleza,Bruno Ferreira Melo,5,,5
6645,14,Fortaleza,Edinho,37,,37
6649,15,Athletico Paranaense,Marcelo Cirino da Silva,38,,38
6646,15,Corinthians,Everaldo,56,,56
6646,15,Corinthians,Mauro Boselli,42,,42
6647,15,Internacional,Wellington Alves da Silva,66,,66
6648,15,Flamengo,Gabriel Barbosa,51,,51
6648,15,Flamengo,Gabriel Barbosa,62,,62
6648,15,Vasco da Gama,Leandro Castán,58,,58
6648,15,Flamengo,Giorgian De Arrascaeta,83,Penalty,83
6648,15,Flamengo,Bruno Henrique,42,,42
6650,15,Palmeiras,Eduardo Pereira Rodrigues,14,,14
6650,15,Grêmio,David Braz,88,,88
6651,15,CSA,Jonatan Gómez,79,,79
6654,15,Cruzeiro,Fred,44,,44
6654,15,Cruzeiro,Thiago Neves,47,,47
6653,15,Goiás,Fábio Sanches,34,,34
6653,15,Bahia,Alejandro Guerra,71,,71
6652,15,São Paulo,Daniel Alves,40,,40
6655,15,Chapecoense,Everaldo Stum,73,Penalty,73
6635,13,São Paulo,Vitor Bueno,40,,40
6656,16,Bahia,Gilberto Oliveira Souza Junior,20,,20
6657,16,Grêmio,Luan Guilherme de Jesus Vieira,4,,4
6657,16,Grêmio,Thaciano,52,,52
6657,16,Athletico Paranaense,Rony,48,,48
6658,16,Goiás,Rafael Vaz,90+6,,96
6658,16,Internacional,Guilherme Parede,12,,12
6658,16,Goiás,Michael Richard Delgado de Oliveira,71,,71
6659,16,Vasco da Gama,Talles Magno,57,,57
6659,16,Vasco da Gama,Fellipe Bastos,81,,81
6660,16,Santos,Mário Sérgio Santos Costa,2,,2
6660,16,Fortaleza,Tinga,90+5,,95
6660,16,Fortaleza,Wellington Paulista,60,Penalty,60
6660,16,Santos,Jorge Marco de Oliveira Moraes,10,,10
6660,16,Santos,Eduardo Sasha,32,,32
6660,16,Fortaleza,Wellington Paulista,68,,68
6663,16,CSA,Apodi,90+4,,94
6663,16,Cruzeiro,Fred,11,,11
6661,16,Flamengo,Pablo Marí Villar,22,,22
6661,16,Flamengo,Gabriel Barbosa,35,,35
6661,16,Flamengo,Giorgian De Arrascaeta,90+7,,97
6662,16,Avaí,Richard Franco,60,,60
6662,16,Corinthians,Vágner Love,77,,77
6667,17,Bahia,Arthur Caike do Nascimento Cruz,86,,86
6669,17,Athletico Paranaense,Nikão,45+4,,49
6668,17,Santos,Gum,39,Gol Contra,39
6670,17,Botafogo,Diego Souza,62,,62
6670,17,Internacional,Rodrigo Lindoso,44,,44
6670,17,Botafogo,Márcio Almeida de Oliveira,90+5,,95
6670,17,Internacional,Edenílson Andrade dos Santos,53,,53
6670,17,Internacional,Nicolás Federico López,83,,83
6671,17,Flamengo,Gabriel Barbosa,61,Penalty,61
6671,17,Flamengo,Gabriel Barbosa,11,,11
6671,17,Flamengo,Giorgian De Arrascaeta,38,,38
6672,17,Fortaleza,Juan Quintero Fletcher,25,,25
6672,17,Fortaleza,Osvaldo Filho,59,,59
6673,17,Cruzeiro,Maurício,80,,80
6674,17,Corinthians,Gustavo,89,,89
6675,17,Avaí,João Paulo,87,Penalty,87
6677,18,Ceará,Leandro Carvalho,90+2,,92
6677,18,Corinthians,Vágner Love,37,,37
6677,18,Corinthians,João Lucas Cardoso,23,Gol Contra,23
6677,18,Ceará,Thiago Galhardo,59,,59
6676,18,Bahia,Nino Paraíba,56,,56
6676,18,Bahia,Gilberto Oliveira Souza Junior,61,,61
6678,18,Flamengo,Gabriel Barbosa,11,,11
6678,18,Flamengo,Pablo Marí Villar,32,,32
6678,18,Flamengo,Reinier,53,,53
6679,18,Fluminense,João Pedro,86,,86
6680,18,Internacional,Rafael Sóbis,77,Penalty,77
6681,18,Goiás,Rafael Vaz,20,,20
6681,18,Palmeiras,Willian Gomes de Siqueira,81,,81
6681,18,Palmeiras,Gustavo Scarpa,90+11,,101
6682,18,Grêmio,Diego Tardelli,18,,18
6682,18,Cruzeiro,Fred,37,Penalty,37
6682,18,Grêmio,Alisson Euler de Freitas Castro,28,,28
6682,18,Grêmio,Everton Sousa Soares,64,,64
6682,18,Grêmio,Everton Sousa Soares,77,,77
6683,18,Athletico Paranaense,Braian Romero,42,,42
6683,18,Santos,Carlos Andrés Sánchez,90+1,Penalty,91
6684,18,Botafogo,Alex Paulo Menezes Santana,66,,66
6684,18,Atlético Mineiro,Franco Di Santo,90+3,,93
6684,18,Botafogo,Diego Souza,45,Penalty,45
6685,18,CSA,Jonatan Gómez,90+4,,94
6685,18,CSA,Alecsandro,40,,40
6665,16,Palmeiras,Luiz Adriano,9,,9
6665,16,Palmeiras,Luiz Adriano,58,,58
6665,16,Palmeiras,Luiz Adriano,63,,63
6686,19,Flamengo,Gabriel Barbosa,44,,44
6687,19,Vasco da Gama,Talles Magno,75,,75
6687,19,Chapecoense,Arthur Gomes,73,,73
6687,19,Vasco da Gama,Ribamar,45+2,,47
6688,19,Palmeiras,Bruno Henrique Corsini,45+1,,46
6691,19,Internacional,William Pottker,29,,29
6691,19,Internacional,William Pottker,64,,64
6691,19,Internacional,Neilton Mestzk,53,,53
6691,19,Atlético Mineiro,Bruninho,88,,88
6690,19,Avaí,Jonathan,14,,14
6693,19,Grêmio,Jean Pyerre,29,,29
6693,19,Grêmio,Everton Sousa Soares,32,,32
6693,19,Grêmio,Alisson Euler de Freitas Castro,45,,45
6694,19,Fluminense,Paulo Henrique Ganso,40,,40
6692,19,Bahia,Gilberto Oliveira Souza Junior,14,Penalty,14
6692,19,Fortaleza,Felipe Pires,10,,10
6695,19,São Paulo,Reinaldo Manoel da Silva,87,,87
6695,19,CSA,Héctor Bustamante,55,,55
6696,20,São Paulo,Pablo Felipe Teixeira,90+2,,92
6696,20,Botafogo,João Paulo,45+1,,46
6696,20,São Paulo,Hernanes,37,,37
6697,20,Flamengo,Gabriel Barbosa,7,,7
6697,20,Cruzeiro,Thiago Neves,38,Penalty,38
6697,20,Flamengo,Giorgian De Arrascaeta,67,,67
6698,20,Corinthians,Vágner Love,44,Penalty,44
6698,20,Corinthians,Clayson Henrique da Silva Vieira,75,,75
6698,20,Bahia,Gilberto Oliveira Souza Junior,64,Penalty,64
6699,20,Grêmio,Luan Guilherme de Jesus Vieira,55,,55
6699,20,Grêmio,Pepê,87,,87
6699,20,Grêmio,Everton Sousa Soares,90+3,,93
6700,20,Internacional,Rodrigo Lindoso,86,,86
6703,20,Vasco da Gama,Danilo Barcelos,69,Penalty,69
6703,20,Athletico Paranaense,Madson,49,,49
6701,20,Palmeiras,Willian Gomes de Siqueira,48,,48
6702,20,CSA,Carlos Andrade Souza,64,,64
6704,20,Goiás,Rafael Vaz,66,,66
6704,20,Goiás,Yago Rocha,89,,89
6704,20,Goiás,Michael Richard Delgado de Oliveira,12,,12
6705,20,Avaí,Jonathan,27,,27
6707,21,Bahia,José Élber Pimentel da Silva,63,,63
6707,21,Bahia,Artur Victor Guimarães,24,,24
6708,21,Flamengo,Giorgian De Arrascaeta,56,,56
6708,21,Flamengo,Gabriel Barbosa,20,Penalty,20
6708,21,Flamengo,Bruno Henrique,74,,74
6708,21,Internacional,Edenílson Andrade dos Santos,49,,49
6709,21,Goiás,Leandro Barcia Montero,16,,16
6710,21,Palmeiras,Bruno Henrique Corsini,29,,29
6710,21,CSA,Ricardo Bueno,88,,88
6710,21,Palmeiras,Luiz Adriano,6,,6
6710,21,Palmeiras,Bruno Henrique Corsini,83,,83
6710,21,Palmeiras,Luiz Adriano,75,,75
6710,21,Palmeiras,Gustavo Gómez,45+2,,47
6710,21,Palmeiras,Willian Gomes de Siqueira,11,,11
6710,21,CSA,Apodi,52,,52
6711,21,Fluminense,Lucas Veríssimo,45+3,Gol Contra,48
6711,21,Santos,Yeferson Soteldo,40,,40
6712,21,Grêmio,Luan Guilherme de Jesus Vieira,38,,38
6712,21,Avaí,Geirton Marques Aires,86,,86
6712,21,Grêmio,Luciano da Rocha Neves,45+1,,46
6712,21,Grêmio,Diego Tardelli,4,,4
6712,21,Grêmio,Bruno Cortês,64,,64
6712,21,Grêmio,David Braz,14,,14
6712,21,Grêmio,André Felipe Ribeiro de Souza,70,,70
6713,21,Athletico Paranaense,Marcelo Cirino da Silva,90+4,,94
6713,21,Athletico Paranaense,Marco Ruben,32,,32
6713,21,Athletico Paranaense,Nikão,45+3,,48
6713,21,Fortaleza,Wellington Paulista,11,Penalty,11
6713,21,Athletico Paranaense,Léo Cittadini,61,,61
6717,22,Corinthians,Ralf de Souza Teles,59,,59
6721,22,Chapecoense,Arthur Gomes,31,,31
6721,22,Athletico Paranaense,Nikão,57,,57
6718,22,Santos,Carlos Andrés Sánchez,35,Penalty,35
6718,22,Santos,Eduardo Sasha,57,,57
6719,22,Internacional,Patrick,28,,28
6719,22,Palmeiras,Willian Gomes de Siqueira,58,,58
6720,22,Fluminense,Nenê,7,,7
6720,22,Fluminense,Caio Henrique,50,,50
6720,22,Grêmio,Patrick,75,,75
6722,22,Atlético Mineiro,Rómulo Otero,54,,54
6722,22,Ceará,Thiago Galhardo,43,Penalty,43
6722,22,Atlético Mineiro,Luan Madson Gedeão de Paiva,81,,81
6723,22,Bahia,Nino Paraíba,27,,27
6723,22,Bahia,José Élber Pimentel da Silva,25,,25
6724,22,Fortaleza,Marcelo da Conceição Benevenuto Malaquias,61,Gol Contra,61
6725,22,Goiás,Alan Ruschel,62,,62
6714,21,Atlético Mineiro,Rómulo Otero,60,,60
6714,21,Vasco da Gama,Marcos Antônio Candido Ferreira Júnior,90+4,,94
6714,21,Vasco da Gama,Rossicley Pereira da Silva,67,Penalty,67
6715,21,Corinthians,Danilo Avelar,63,,63
6726,23,Santos,Tailson Pinto Gonçalves,50,,50
6727,23,São Paulo,Igor Gomes,79,,79
6727,23,Fortaleza,Wellington Paulista,39,Penalty,39
6727,23,São Paulo,Pablo Felipe Teixeira,14,,14
6729,23,Bahia,José Fernando Viana de Santana,76,,76
6729,23,Athletico Paranaense,Marcelo Cirino da Silva,57,,57
