partida_id,rodada,clube,cartao,atleta,num_camisa,posicao,minuto,minuto_numerico
6615,11,Chapecoense,Amarelo,Everaldo Stum,77.0,Atacante,83,83
6615,11,Chapecoense,Amarelo,Douglas Silva Bacelar,23.0,Zagueiro,90+4,94
6615,11,Chapecoense,Amarelo,Alan Ruschel,28.0,Zagueiro,75,75
6617,12,Cruzeiro,Amarelo,Fred,9.0,Atacante,35,35
6616,12,Palmeiras,Amarelo,Thiago dos Santos,5.0,Meio-campo,67,67
6616,12,Vasco da Gama,Amarelo,Henrique Silva Milagres,37.0,Zagueiro,87,87
6616,12,Vasco da Gama,Amarelo,Leandro Castán,5.0,Zagueiro,14,14
6616,12,Vasco da Gama,Amarelo,Marcos Antônio Candido Ferreira Júnior,19.0,Meio-campo,90+2,92
6616,12,Vasco da Gama,Amarelo,Bruno César,10.0,Atacante,29,29
6619,12,Internacional,Amarelo,Martín Sarrafiore,29.0,Meio-campo,70,70
6619,12,Internacional,Amarelo,Bruno Fuchs,45.0,Zagueiro,23,23
6619,12,Ceará,Amarelo,Fabinho,19.0,Meio-campo,32,32
6619,12,Internacional,Amarelo,Natanael Batista Pimenta,28.0,Zagueiro,27,27
6619,12,Ceará,Amarelo,Leandro Carvalho,82.0,Atacante,71,71
6619,12,Ceará,Amarelo,Samuel Xavier,22.0,Zagueiro,21,21
6618,12,Fluminense,Amarelo,Allan Rodrigues de Souza,29.0,Meio-campo,90+6,96
6618,12,São Paulo,Amarelo,Robert Arboleda,5.0,Zagueiro,78,78
6618,12,São Paulo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,90+1,91
6618,12,São Paulo,Amarelo,Hernanes,15.0,Meio-campo,52,52
6620,12,Chapecoense,Amarelo,Márcio Rodrigues Araújo,8.0,Meio-campo,54,54
6620,12,Bahia,Amarelo,Ezequiel,22.0,Zagueiro,90+4,94
6621,12,Flamengo,Amarelo,Miguel Trauco,20.0,Zagueiro,87,87
6621,12,Flamengo,Amarelo,Gustavo Cuellar,8.0,Meio-campo,44,44
6621,12,Flamengo,Amarelo,Gabriel Barbosa,9.0,Atacante,26,26
6621,12,Botafogo,Amarelo,Rodrigo Pimpão,9.0,Meio-campo,17,17
6621,12,Flamengo,Amarelo,Gerson Santos da Silva,15.0,Meio-campo,69,69
6621,12,Flamengo,Amarelo,Rafinha,13.0,Zagueiro,41,41
6621,12,Botafogo,Amarelo,Gabriel Costa França,2.0,Zagueiro,26,26
6622,12,Santos,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,15,15
6622,12,Avaí,Amarelo,Marcos Roberto da Silva Barbosa,33.0,Zagueiro,51,51
6622,12,Santos,Amarelo,Fernando Uribe,9.0,Atacante,78,78
6622,12,Avaí,Amarelo,Leonardo Moreira Morais,32.0,Zagueiro,54,54
6624,12,Fortaleza,Amarelo,Gabriel Dias de Oliveira,13.0,Zagueiro,55,55
6624,12,Corinthians,Amarelo,Michel Macedo Rocha Machado,2.0,Zagueiro,12,12
6624,12,Fortaleza,Amarelo,Paulo Roberto Valoura Junior,55.0,Meio-campo,2,2
6623,12,Goiás,Amarelo,Yago Rocha,6.0,Meio-campo,78,78
6625,12,Grêmio,Amarelo,Paulo Miranda,28.0,Zagueiro,23,23
6625,12,CSA,Amarelo,Didira,19.0,Meio-campo,60,60
6625,12,CSA,Amarelo,Luciano Castán,4.0,Zagueiro,39,39
6625,12,Grêmio,Amarelo,Juninho Capixaba,29.0,Zagueiro,59,59
6625,12,CSA,Amarelo,Jordi,12.0,Goleiro,90,90
6625,12,CSA,Amarelo,Ricardo Bueno,9.0,Atacante,57,57
6627,13,Internacional,Amarelo,Edenílson Andrade dos Santos,8.0,Meio-campo,90+5,95
6627,13,Fluminense,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,90+5,95
6627,13,Internacional,Amarelo,Gustavo Nonato Santana,33.0,Meio-campo,80,80
6626,13,Ceará,Amarelo,Samuel Xavier,22.0,Zagueiro,63,63
6626,13,Fortaleza,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,69,69
6626,13,Ceará,Amarelo,Wescley,27.0,Meio-campo,89,89
6626,13,Ceará,Amarelo,Andrevaldo Santos,3.0,Zagueiro,30,30
6626,13,Fortaleza,Vermelho,Carlos Emiliano Pereira,6.0,Zagueiro,89,89
6628,13,Santos,Amarelo,Fernando Uribe,9.0,Atacante,89,89
6628,13,Santos,Amarelo,Jorge Marco de Oliveira Moraes,3.0,Zagueiro,30,30
6628,13,Goiás,Amarelo,Jonathan Marlone,10.0,Meio-campo,38,38
6628,13,Goiás,Amarelo,Kevin Peterson dos Santos Silva,2.0,Zagueiro,13,13
6628,13,Santos,Amarelo,Yeferson Soteldo,10.0,Meio-campo,69,69
6628,13,Goiás,Amarelo,Kayke Moreno,77.0,Atacante,57,57
6628,13,Goiás,Amarelo,Yago Fernando da Silva,33.0,Zagueiro,13,13
6629,13,Avaí,Amarelo,Igor Fernandes da Silva Araújo,23.0,Zagueiro,66,66
6629,13,Avaí,Vermelho,André Moritz,30.0,Meio-campo,81,81
6629,13,Avaí,Amarelo,João Paulo,19.0,Meio-campo,86,86
6629,13,Botafogo,Amarelo,Gabriel Costa França,2.0,Zagueiro,61,61
6630,13,Bahia,Amarelo,Eric dos Santos Rodrigues,10.0,Meio-campo,51,51
6630,13,Flamengo,Amarelo,Rafinha,13.0,Zagueiro,6,6
6630,13,Bahia,Vermelho,José Fernando Viana de Santana,20.0,Atacante,90,90
6631,13,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,26.0,Zagueiro,44,44
6631,13,Palmeiras,Amarelo,Diogo Barbosa,6.0,Zagueiro,40,40
6631,13,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,67,67
6631,13,Palmeiras,Amarelo,Gustavo Gómez,15.0,Zagueiro,12,12
6632,13,Vasco da Gama,Amarelo,Leandro Castán,5.0,Zagueiro,90+13,103
6632,13,Vasco da Gama,Amarelo,Marcos Antônio Candido Ferreira Júnior,19.0,Meio-campo,90+6,96
6632,13,CSA,Amarelo,João Vitor Lima Gomes,7.0,Meio-campo,45+1,46
6632,13,Vasco da Gama,Amarelo,Talles Magno,43.0,Meio-campo,90+10,100
6632,13,Vasco da Gama,Amarelo,Oswaldo José Henríquez Bocanegra,3.0,Zagueiro,44,44
6633,13,Atlético Mineiro,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,57,57
6633,13,Cruzeiro,Amarelo,Thiago Neves,10.0,Meio-campo,35,35
6633,13,Atlético Mineiro,Amarelo,Jair Rodrigues Júnior,88.0,Meio-campo,67,67
6633,13,Cruzeiro,Amarelo,Fred,9.0,Atacante,63,63
6633,13,Cruzeiro,Amarelo,Luis Manuel Orejuela,28.0,Zagueiro,33,33
6634,13,Grêmio,Amarelo,Pedro Geromel,3.0,Zagueiro,88,88
6634,13,Grêmio,Amarelo,Walter Kannemann,4.0,Zagueiro,62,62
6634,13,Chapecoense,Amarelo,Régis,83.0,Atacante,86,86
6634,13,Chapecoense,Amarelo,Everaldo Stum,77.0,Atacante,24,24
6634,13,Grêmio,Amarelo,Maicon,8.0,Meio-campo,82,82
6634,13,Grêmio,Amarelo,Alisson Euler de Freitas Castro,23.0,Meio-campo,28,28
6634,13,Chapecoense,Amarelo,Arthur Gomes,27.0,Meio-campo,45,45
6575,7,Corinthians,Amarelo,Fagner,23.0,Zagueiro,75,75
6575,7,Goiás,Amarelo,Daniel Guedes,15.0,Zagueiro,70,70
6575,7,Goiás,Vermelho,Yago Rocha,6.0,Meio-campo,90+2,92
6575,7,Goiás,Amarelo,Léo Sena,20.0,Meio-campo,78,78
6636,14,Ceará,Amarelo,Luiz Otávio,13.0,Zagueiro,32,32
6636,14,Chapecoense,Amarelo,Márcio Rodrigues Araújo,8.0,Meio-campo,45+7,52
6636,14,Ceará,Amarelo,Thiago Galhardo,89.0,Meio-campo,62,62
6636,14,Ceará,Amarelo,Cristovam,2.0,Zagueiro,11,11
6636,14,Chapecoense,Amarelo,Henrique Almeida,91.0,Atacante,35,35
6637,14,São Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,90+2,92
6637,14,São Paulo,Amarelo,Danilo Neves,28.0,Meio-campo,62,62
6637,14,São Paulo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,35,35
6637,14,Santos,Amarelo,Felipe Aguilar,26.0,Zagueiro,29,29
6637,14,São Paulo,Amarelo,Robert Arboleda,5.0,Zagueiro,85,85
6637,14,São Paulo,Amarelo,Bruno Alves,3.0,Zagueiro,37,37
6637,14,São Paulo,Amarelo,Raniel,21.0,Atacante,10,10
6638,14,Flamengo,Amarelo,Orlando Berrío,28.0,Atacante,65,65
6638,14,Flamengo,Amarelo,Rafinha,13.0,Zagueiro,11,11
6638,14,Grêmio,Amarelo,Thaciano,16.0,Meio-campo,14,14
6638,14,Flamengo,Amarelo,Gustavo Cuellar,8.0,Meio-campo,75,75
6638,14,Flamengo,Amarelo,Pablo Marí Villar,4.0,Zagueiro,45+3,48
6638,14,Grêmio,Amarelo,Juninho Capixaba,29.0,Zagueiro,31,31
6639,14,Atlético Mineiro,Amarelo,Geuvânio,49.0,Atacante,79,79
6639,14,Atlético Mineiro,Amarelo,Vinícius,29.0,Meio-campo,20,20
6639,14,Fluminense,Amarelo,Rodrigo Junior Paula Silva,26.0,Zagueiro,90+2,92
6639,14,Fluminense,Vermelho,Nenê,77.0,Meio-campo,90+7,97
6639,14,Atlético Mineiro,Amarelo,Rómulo Otero,80.0,Meio-campo,83,83
6639,14,Atlético Mineiro,Amarelo,Patric Cabral Lalau,2.0,Zagueiro,53,53
6639,14,Fluminense,Amarelo,Nenê,77.0,Meio-campo,90+5,95
6639,14,Fluminense,Amarelo,Wellington Nem,18.0,Meio-campo,81,81
6640,14,Internacional,Amarelo,Patrick,88.0,Meio-campo,90+4,94
6640,14,Internacional,Amarelo,Gustavo Nonato Santana,33.0,Meio-campo,38,38
6640,14,Corinthians,Amarelo,Danilo Avelar,35.0,Zagueiro,65,65
6640,14,Internacional,Amarelo,Nicolás Federico López,7.0,Atacante,90+1,91
6640,14,Corinthians,Amarelo,Cássio Ramos,12.0,Goleiro,88,88
6641,14,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,52,52
6641,14,Palmeiras,Amarelo,Gustavo Scarpa,14.0,Meio-campo,45+8,53
6641,14,Palmeiras,Amarelo,Marcos Rocha,2.0,Zagueiro,39,39
6641,14,Bahia,Amarelo,Gregore,26.0,Meio-campo,86,86
6641,14,Bahia,Amarelo,Giovanni,25.0,Meio-campo,45,45
6641,14,Bahia,Vermelho,Gregore,26.0,Meio-campo,87,87
6641,14,Palmeiras,Amarelo,Thiago dos Santos,5.0,Meio-campo,90+4,94
6641,14,Palmeiras,Amarelo,Diogo Barbosa,6.0,Zagueiro,52,52
6641,14,Palmeiras,Amarelo,José Rafael Vivian,8.0,Meio-campo,45+2,47
6641,14,Bahia,Amarelo,Wanderson,3.0,Zagueiro,90+2,92
6641,14,Bahia,Amarelo,Lucca Borges de Brito,11.0,Atacante,45+7,52
6641,14,Palmeiras,Vermelho,Felipe Melo,30.0,Meio-campo,45+4,49
6642,14,Avaí,Amarelo,Júlio César Godinho Catole,26.0,Meio-campo,90+2,92
6642,14,Avaí,Amarelo,Vladimir Orlando Cardoso de Araújo Filho,89.0,Goleiro,80,80
6642,14,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,59,59
6642,14,Cruzeiro,Vermelho,Edílson Mendes Guimarães,2.0,Zagueiro,82,82
6642,14,Avaí,Amarelo,Douglas dos Santos,10.0,Meio-campo,90+10,100
6642,14,Avaí,Amarelo,Leonardo Moreira Morais,32.0,Zagueiro,90+1,91
6642,14,Cruzeiro,Amarelo,Edílson Mendes Guimarães,2.0,Zagueiro,67,67
6642,14,Avaí,Vermelho,Leonardo Moreira Morais,32.0,Zagueiro,90+1,91
6643,14,Botafogo,Amarelo,Rodrigo Pimpão,17.0,Meio-campo,49,49
6643,14,Athletico Paranaense,Amarelo,Léo Cittadini,18.0,Meio-campo,49,49
6643,14,Botafogo,Amarelo,Cícero Santos,8.0,Meio-campo,67,67
6643,14,Botafogo,Amarelo,João Paulo,5.0,Meio-campo,40,40
6644,14,Goiás,Amarelo,Kayke Moreno,77.0,Atacante,53,53
6644,14,Goiás,Amarelo,Léo Sena,20.0,Meio-campo,20,20
6644,14,Vasco da Gama,Amarelo,Marrony,38.0,Meio-campo,82,82
6644,14,Vasco da Gama,Amarelo,Marcos Antônio Candido Ferreira Júnior,19.0,Meio-campo,63,63
6644,14,Vasco da Gama,Vermelho,Marrony,38.0,Meio-campo,90+6,96
6644,14,Goiás,Amarelo,Yago Fernando da Silva,33.0,Zagueiro,90+8,98
6644,14,Goiás,Amarelo,Geovane,5.0,Meio-campo,40,40
6644,14,Vasco da Gama,Amarelo,Yago Pikachu,22.0,Meio-campo,90+4,94
6644,14,Vasco da Gama,Amarelo,Lucas Mineiro,18.0,Meio-campo,71,71
6645,14,CSA,Amarelo,João Vitor Lima Gomes,7.0,Meio-campo,42,42
6645,14,Fortaleza,Amarelo,Gabriel Dias de Oliveira,13.0,Zagueiro,78,78
6645,14,CSA,Amarelo,Alan Henrique Costa,3.0,Zagueiro,72,72
6645,14,CSA,Amarelo,Didira,19.0,Meio-campo,25,25
6649,15,Athletico Paranaense,Amarelo,Bruno Nazário,77.0,Atacante,75,75
6649,15,Atlético Mineiro,Amarelo,Ramón Martínez López,5.0,Meio-campo,43,43
6649,15,Athletico Paranaense,Amarelo,Marco Ruben,9.0,Atacante,86,86
6649,15,Athletico Paranaense,Amarelo,Adriano Correia Claro,21.0,Zagueiro,62,62
6646,15,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,26.0,Zagueiro,49,49
6646,15,Botafogo,Amarelo,Márcio Almeida de Oliveira,4.0,Zagueiro,65,65
6646,15,Corinthians,Amarelo,Gabriel Girotto Franco,5.0,Meio-campo,76,76
6646,15,Botafogo,Amarelo,Cícero Santos,8.0,Meio-campo,78,78
6646,15,Botafogo,Amarelo,Marcelo da Conceição Benevenuto Malaquias,14.0,Zagueiro,22,22
6647,15,Fortaleza,Vermelho,Bruno Ferreira Melo,30.0,Zagueiro,87,87
6647,15,Fortaleza,Amarelo,Wanderley de Jesus Sousa,8.0,Meio-campo,82,82
6647,15,Internacional,Amarelo,Bruno César Pereira da Silva,21.0,Meio-campo,84,84
6647,15,Fortaleza,Amarelo,Bruno Ferreira Melo,30.0,Zagueiro,48,48
6647,15,Internacional,Amarelo,Natanael Batista Pimenta,28.0,Zagueiro,38,38
6648,15,Flamengo,Amarelo,Robert Piris da Motta,25.0,Meio-campo,90+5,95
6648,15,Flamengo,Amarelo,Giorgian De Arrascaeta,14.0,Meio-campo,80,80
6648,15,Flamengo,Amarelo,Rodinei de Almeida,2.0,Zagueiro,90+1,91
6651,15,CSA,Amarelo,Dawhan,8.0,Meio-campo,83,83
6651,15,Fluminense,Amarelo,Yuri Oliveira Lima,6.0,Zagueiro,59,59
6651,15,CSA,Amarelo,Jonatan Gómez,29.0,Meio-campo,58,58
6654,15,Santos,Vermelho,Gustavo Henrique Vernes,6.0,Zagueiro,4,4
6654,15,Cruzeiro,Amarelo,Thiago Neves,10.0,Atacante,45+5,50
6654,15,Cruzeiro,Amarelo,Fred,9.0,Atacante,31,31
6653,15,Bahia,Amarelo,Ezequiel,22.0,Zagueiro,30,30
6653,15,Goiás,Amarelo,Yago Rocha,6.0,Meio-campo,42,42
6653,15,Bahia,Vermelho,Moisés Roberto Barbosa,6.0,Zagueiro,7,7
6653,15,Bahia,Amarelo,Alejandro Guerra,18.0,Meio-campo,83,83
6653,15,Goiás,Amarelo,Marcelo Hermes,86.0,Meio-campo,52,52
6653,15,Goiás,Amarelo,Jean Carlos Guimarães dos Santos,26.0,Meio-campo,9,9
6652,15,São Paulo,Amarelo,Luan Vinícius da Silva Santos,13.0,Meio-campo,90+4,94
6652,15,São Paulo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,58,58
6652,15,Ceará,Amarelo,Lima,45.0,Meio-campo,45+3,48
6652,15,São Paulo,Amarelo,Bruno Alves,3.0,Zagueiro,70,70
6652,15,Ceará,Amarelo,Samuel Xavier,22.0,Zagueiro,90+3,93
6655,15,Chapecoense,Amarelo,Aylon,18.0,Atacante,90,90
6635,13,Athletico Paranaense,Amarelo,Thonny Anderson,38.0,Meio-campo,62,62
6635,13,São Paulo,Amarelo,Everton Felipe,18.0,Meio-campo,90+3,93
6635,13,São Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,45+3,48
6635,13,Athletico Paranaense,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,68,68
6635,13,Athletico Paranaense,Amarelo,Bruno Guimarães,39.0,Meio-campo,45+2,47
6635,13,São Paulo,Amarelo,Robert Arboleda,5.0,Zagueiro,71,71
6656,16,Bahia,Amarelo,Flávio Medeiros da Silva,5.0,Meio-campo,90,90
6656,16,Bahia,Amarelo,Artur Victor Guimarães,98.0,Atacante,90+1,91
6657,16,Grêmio,Amarelo,Luciano da Rocha Neves,18.0,Meio-campo,63,63
6657,16,Athletico Paranaense,Amarelo,Léo Pereira,4.0,Zagueiro,69,69
6657,16,Grêmio,Amarelo,Juninho Capixaba,29.0,Zagueiro,66,66
6657,16,Grêmio,Amarelo,Rômulo Borges Monteiro,13.0,Meio-campo,50,50
6658,16,Goiás,Amarelo,Leandro Barcia Montero,30.0,Atacante,45+1,46
6658,16,Internacional,Amarelo,Guilherme Parede,77.0,Atacante,54,54
6658,16,Goiás,Vermelho,Léo Sena,20.0,Meio-campo,16,16
6658,16,Goiás,Amarelo,Michael Richard Delgado de Oliveira,11.0,Meio-campo,72,72
6658,16,Internacional,Amarelo,Willian Klaus,44.0,Zagueiro,77,77
6659,16,São Paulo,Vermelho,Raniel,21.0,Atacante,36,36
6659,16,Vasco da Gama,Amarelo,Marrony,38.0,Atacante,62,62
6659,16,Vasco da Gama,Amarelo,Henrique Silva Milagres,37.0,Zagueiro,21,21
6659,16,São Paulo,Amarelo,Anderson Martins,4.0,Zagueiro,43,43
6659,16,Vasco da Gama,Amarelo,Richard Candido Coelho,25.0,Meio-campo,90+4,94
6659,16,Vasco da Gama,Amarelo,Talles Magno,43.0,Meio-campo,58,58
6659,16,São Paulo,Amarelo,Everton Felipe,18.0,Meio-campo,88,88
6659,16,São Paulo,Amarelo,Léo Pelé,16.0,Zagueiro,18,18
6660,16,Santos,Amarelo,Jorge Marco de Oliveira Moraes,3.0,Zagueiro,90,90
6660,16,Santos,Amarelo,Carlos Andrés Sánchez,7.0,Meio-campo,76,76
6660,16,Fortaleza,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,65,65
6660,16,Santos,Amarelo,Mário Sérgio Santos Costa,11.0,Atacante,89,89
6660,16,Fortaleza,Amarelo,Felipe,15.0,Meio-campo,84,84
6660,16,Fortaleza,Amarelo,Paulo Roberto Valoura Junior,55.0,Meio-campo,35,35
6663,16,CSA,Amarelo,Héctor Bustamante,18.0,Atacante,89,89
6663,16,CSA,Amarelo,Luciano Castán,4.0,Zagueiro,82,82
6663,16,Cruzeiro,Amarelo,Fábio Deivson Lopes Maciel,1.0,Goleiro,72,72
6663,16,CSA,Amarelo,João Vitor Lima Gomes,7.0,Meio-campo,85,85
6663,16,Cruzeiro,Amarelo,Jadson,27.0,Meio-campo,87,87
6663,16,Cruzeiro,Amarelo,Carlos de Menezes Júnior,14.0,Zagueiro,48,48
6661,16,Ceará,Amarelo,Felipe de Oliveira Silva,10.0,Meio-campo,90+4,94
6661,16,Ceará,Amarelo,Samuel Xavier,22.0,Zagueiro,45,45
6661,16,Ceará,Amarelo,Andrevaldo Santos,3.0,Zagueiro,75,75
6662,16,Corinthians,Vermelho,Michel Macedo Rocha Machado,2.0,Zagueiro,57,57
6662,16,Corinthians,Amarelo,Everaldo,37.0,Meio-campo,90,90
6662,16,Avaí,Vermelho,Ebert Willian Amâncio,3.0,Zagueiro,74,74
6664,16,Botafogo,Amarelo,Victor Rangel,29.0,Atacante,78,78
6664,16,Chapecoense,Amarelo,Everaldo Stum,77.0,Atacante,54,54
6664,16,Botafogo,Amarelo,Márcio Almeida de Oliveira,4.0,Zagueiro,43,43
6666,17,Grêmio,Amarelo,Luciano da Rocha Neves,18.0,Meio-campo,67,67
6666,17,São Paulo,Amarelo,Antony Matheus dos Santos,39.0,Meio-campo,19,19
6666,17,São Paulo,Vermelho,Antony Matheus dos Santos,39.0,Meio-campo,87,87
6667,17,CSA,Amarelo,Dawhan,8.0,Meio-campo,89,89
6667,17,Bahia,Amarelo,José Carlos Ferreira Júnior,40.0,Zagueiro,67,67
6669,17,Ceará,Amarelo,Chico,30.0,Atacante,90+5,95
6669,17,Ceará,Amarelo,Mateus Gonçalves Martins,7.0,Meio-campo,45,45
6669,17,Athletico Paranaense,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,17,17
6669,17,Ceará,Amarelo,Cristovam,2.0,Zagueiro,81,81
6668,17,Chapecoense,Amarelo,Arthur Gomes,27.0,Meio-campo,29,29
6668,17,Santos,Amarelo,Victor Ferraz,4.0,Meio-campo,86,86
6668,17,Santos,Amarelo,Diego Pituca,21.0,Meio-campo,50,50
6668,17,Chapecoense,Amarelo,Carlos Eduardo Santos Oliveira,2.0,Zagueiro,90+1,91
6668,17,Santos,Amarelo,Yeferson Soteldo,10.0,Atacante,90+1,91
6668,17,Santos,Amarelo,Éverson Felipe Marques Pires,22.0,Goleiro,68,68
6670,17,Internacional,Amarelo,Nicolás Federico López,7.0,Meio-campo,56,56
6670,17,Internacional,Amarelo,Rodrigo Moledo,4.0,Zagueiro,20,20
6670,17,Botafogo,Amarelo,Diego Souza,7.0,Atacante,62,62
6670,17,Botafogo,Amarelo,Lucas Campos,21.0,Meio-campo,39,39
6670,17,Internacional,Amarelo,Wellington Alves da Silva,11.0,Atacante,90+5,95
6670,17,Internacional,Amarelo,Víctor Cuesta,15.0,Zagueiro,36,36
6670,17,Botafogo,Amarelo,Alex Paulo Menezes Santana,10.0,Meio-campo,89,89
6670,17,Botafogo,Amarelo,Cícero Santos,8.0,Meio-campo,58,58
6671,17,Palmeiras,Vermelho,Gustavo Gómez,15.0,Zagueiro,83,83
6671,17,Flamengo,Amarelo,Rodrigo Caio,3.0,Zagueiro,54,54
6671,17,Palmeiras,Amarelo,Willian Gomes de Siqueira,29.0,Meio-campo,8,8
6671,17,Flamengo,Amarelo,Bruno Henrique,27.0,Meio-campo,78,78
6671,17,Palmeiras,Amarelo,Bruno Henrique Corsini,19.0,Meio-campo,57,57
6672,17,Fortaleza,Amarelo,Juan Quintero Fletcher,3.0,Zagueiro,87,87
6672,17,Goiás,Amarelo,Geovane,5.0,Meio-campo,81,81
6672,17,Goiás,Vermelho,Yago,32.0,Zagueiro,37,37
6672,17,Fortaleza,Amarelo,Marlon,28.0,Meio-campo,90+1,91
6672,17,Fortaleza,Amarelo,Mariano Vázquez,32.0,Meio-campo,45+2,47
6672,17,Goiás,Amarelo,Yago,32.0,Zagueiro,28,28
6673,17,Cruzeiro,Amarelo,Marquinhos,20.0,Meio-campo,81,81
6673,17,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,27,27
6673,17,Vasco da Gama,Amarelo,Talles Magno,43.0,Meio-campo,70,70
6673,17,Vasco da Gama,Amarelo,Raul,31.0,Meio-campo,55,55
6673,17,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,56,56
6673,17,Vasco da Gama,Amarelo,Rossicley Pereira da Silva,7.0,Meio-campo,74,74
6673,17,Vasco da Gama,Amarelo,Richard Candido Coelho,25.0,Meio-campo,58,58
6674,17,Atlético Mineiro,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,58,58
6675,17,Fluminense,Amarelo,Caio Vinícius da Conceição,34.0,Meio-campo,90+3,93
6675,17,Fluminense,Amarelo,Allan Rodrigues de Souza,29.0,Meio-campo,30,30
6675,17,Fluminense,Amarelo,Nino,33.0,Zagueiro,75,75
6675,17,Avaí,Amarelo,Ricardo Thalheimer,14.0,Zagueiro,29,29
6677,18,Corinthians,Amarelo,Clayson Henrique da Silva Vieira,25.0,Meio-campo,77,77
6677,18,Ceará,Amarelo,Tiago dos Santos Alves,36.0,Zagueiro,85,85
6676,18,Vasco da Gama,Amarelo,Yago Pikachu,22.0,Zagueiro,73,73
6676,18,Vasco da Gama,Amarelo,Henrique Silva Milagres,37.0,Zagueiro,47,47
6676,18,Vasco da Gama,Amarelo,Marcos Antônio Candido Ferreira Júnior,19.0,Meio-campo,69,69
6676,18,Bahia,Amarelo,José Élber Pimentel da Silva,7.0,Atacante,45,45
6678,18,Avaí,Vermelho,Gustavo Ferrareis,96.0,Meio-campo,90+1,91
6678,18,Avaí,Amarelo,João Paulo,19.0,Meio-campo,49,49
6678,18,Flamengo,Amarelo,Pablo Marí Villar,4.0,Zagueiro,61,61
6678,18,Flamengo,Amarelo,Gabriel Barbosa,9.0,Atacante,90,90
6679,18,Fluminense,Amarelo,Yony González,11.0,Meio-campo,45+3,48
6679,18,Fortaleza,Amarelo,Felipe,15.0,Meio-campo,56,56
6679,18,Fluminense,Amarelo,Wellington Nem,18.0,Meio-campo,40,40
6680,18,Internacional,Amarelo,Bruno César Pereira da Silva,21.0,Meio-campo,43,43
6680,18,São Paulo,Amarelo,Anderson Martins,4.0,Zagueiro,80,80
6680,18,São Paulo,Amarelo,Liziero,14.0,Meio-campo,49,49
6680,18,São Paulo,Amarelo,Igor Vinícius,2.0,Zagueiro,84,84
6680,18,São Paulo,Amarelo,Hudson,25.0,Meio-campo,76,76
6680,18,São Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,40,40
6681,18,Goiás,Amarelo,Marcelo Hermes,86.0,Zagueiro,90+8,98
6681,18,Goiás,Amarelo,Alan Ruschel,28.0,Meio-campo,42,42
6681,18,Goiás,Amarelo,Léo Sena,20.0,Meio-campo,26,26
6681,18,Palmeiras,Vermelho,Lucas Rafael Araújo Lima,20.0,Meio-campo,90+1,91
6681,18,Goiás,Amarelo,Gilberto dos Santos Souza Júnior,29.0,Meio-campo,79,79
6681,18,Goiás,Amarelo,Renatinho,7.0,Meio-campo,27,27
6681,18,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,20.0,Meio-campo,89,89
6682,18,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,57,57
6682,18,Grêmio,Amarelo,Alisson Euler de Freitas Castro,23.0,Meio-campo,53,53
6682,18,Cruzeiro,Amarelo,David Corrêa da Fonseca,11.0,Meio-campo,14,14
6683,18,Santos,Amarelo,Mário Sérgio Santos Costa,11.0,Atacante,34,34
6683,18,Athletico Paranaense,Amarelo,Madson,23.0,Zagueiro,90+1,91
6683,18,Athletico Paranaense,Amarelo,Leonardo da Silva Vieira,22.0,Goleiro,64,64
6683,18,Athletico Paranaense,Amarelo,Adriano Correia Claro,21.0,Zagueiro,34,34
6683,18,Santos,Amarelo,Lucas Veríssimo,28.0,Zagueiro,90+10,100
6683,18,Santos,Amarelo,Diego Pituca,21.0,Meio-campo,16,16
6683,18,Athletico Paranaense,Amarelo,Thonny Anderson,38.0,Atacante,74,74
6683,18,Athletico Paranaense,Amarelo,Matheus Rossetto,20.0,Meio-campo,45+5,50
6683,18,Athletico Paranaense,Amarelo,Lucho González,3.0,Meio-campo,30,30
6684,18,Atlético Mineiro,Vermelho,Igor Rabello,16.0,Zagueiro,42,42
6684,18,Botafogo,Amarelo,Luiz Fernando Moraes dos Santos,9.0,Meio-campo,83,83
6684,18,Botafogo,Amarelo,Fernando Peixoto Costanza,13.0,Zagueiro,52,52
